Temperature	PWM	Time	Set Temperature	T1	T2	T3	T4	T5
59.89	83	2050.6	60	46.45	45.39	44.15	43.07	41.43
60.04	81	2051.6	60	46.42	45.44	44.19	43.06	41.43
60.04	81	2052.7	60	46.46	45.4	44.19	43.08	41.39
59.96	82	2053.8	60	46.5	45.42	44.18	43.17	41.43
60.06	81	2054.8	60	46.47	45.39	44.22	43.2	41.47
60	82	2055.9	60	46.42	45.43	44.19	43.19	41.53
59.95	82	2057	60	46.46	45.4	44.18	43.2	41.52
60.06	81	2058	60	46.37	45.38	44.18	43.16	41.55
60.13	79	2059.1	60	46.44	45.38	44.16	43.18	41.5
60.13	79	2060.2	60	46.43	45.3	44.18	43.09	41.45
59.96	82	2061.3	60	46.36	45.35	44.14	43.07	41.44
59.94	82	2062.3	60	46.36	45.33	44.14	43.08	41.44
60.03	81	2063.4	60	46.36	45.39	44.15	43.05	41.43
60.03	81	2064.5	60	46.45	45.41	44.16	43.09	41.44
60	81	2065.5	60	46.44	45.42	44.2	43.1	41.48
60.02	81	2066.6	60	46.43	45.44	44.17	43.14	41.53
60	81	2067.7	60	46.44	45.4	44.19	43.15	41.51
60.08	80	2068.7	60	46.41	45.38	44.19	43.11	41.47
60.01	81	2069.8	60	46.41	45.4	44.18	43.11	41.43
59.96	82	2070.9	60	46.43	45.39	44.19	43.1	41.46
60.06	80	2071.9	60	46.44	45.42	44.19	43.12	41.46
59.9	83	2073	60	46.45	45.4	44.2	43.14	41.5
60.01	81	2074.1	60	46.46	45.41	44.21	43.13	41.52
60.04	81	2075.2	60	46.45	45.43	44.18	43.18	41.51
60.04	81	2076.2	60	46.43	45.38	44.19	43.15	41.51
60.02	81	2077.3	60	46.42	45.42	44.17	43.17	41.48
59.97	82	2078.4	60	46.42	45.44	44.17	43.14	41.49
59.97	82	2079.4	60	46.41	45.42	44.14	43.12	41.46
59.96	82	2080.5	60	46.41	45.35	44.15	43.11	41.43
59.94	82	2081.6	60	46.37	45.37	44.13	43.06	41.45
59.98	82	2082.6	60	46.32	45.36	44.13	43.06	41.45
59.95	82	2083.7	60	46.43	45.39	44.17	43.06	41.42
59.98	82	2084.8	60	46.42	45.42	44.14	43.06	41.46
60.04	81	2085.8	60	46.4	45.41	44.23	43.13	41.52
59.95	82	2086.9	60	46.47	45.41	44.17	43.15	41.57
60.02	81	2088	60	46.41	45.44	44.17	43.16	41.54
60.03	81	2089	60	46.45	45.42	44.22	43.19	41.57
60.05	81	2090.1	60	46.4	45.41	44.17	43.14	41.56
59.96	82	2091.2	60	46.43	45.39	44.16	43.12	41.53
60.09	80	2092.3	60	46.45	45.41	44.16	43.12	41.47
59.89	83	2093.3	60	46.43	45.41	44.15	43.08	41.5
59.94	82	2094.4	60	46.45	45.42	44.16	43.1	41.49
60.02	81	2095.5	60	46.46	45.41	44.19	43.1	41.49
60.03	81	2096.5	60	46.46	45.44	44.2	43.14	41.49
60.06	81	2097.6	60	46.48	45.43	44.21	43.12	41.45
59.95	82	2098.7	60	46.47	45.42	44.19	43.1	41.42
59.95	82	2099.7	60	46.46	45.46	44.16	43.06	41.41
60.03	81	2100.8	60	46.44	45.42	44.18	43.05	41.42
59.93	83	2101.9	60	46.47	45.45	44.2	43.06	41.46
60.04	81	2102.9	60	46.49	45.45	44.2	43.11	41.48
60.01	81	2104	60	46.46	45.44	44.21	43.1	41.49
59.99	82	2105.1	60	46.45	45.43	44.16	43.1	41.43
60.05	81	2106.1	60	46.44	45.39	44.14	43.07	41.46
60.01	81	2107.2	60	46.44	45.43	44.19	43.11	41.48
60.02	81	2108.3	60	46.49	45.45	44.17	43.13	41.53
60	81	2109.4	60	46.47	45.42	44.2	43.15	41.52
59.98	82	2110.4	60	46.44	45.42	44.19	43.15	41.5
59.97	82	2111.5	60	46.42	45.4	44.19	43.08	41.46
59.93	82	2112.6	60	46.43	45.4	44.14	43.08	41.44
59.94	82	2113.6	60	46.41	45.39	44.11	43.02	41.43
59.98	0	2114.7	60	46.42	45.4	44.13	43.04	41.4
59.93	0	2115.8	60	46.45	45.41	44.15	43.03	41.42
59.57	0	2117.9	60	46.48	45.43	44.19	43.04	41.44
59.03	0	2119.1	60	46.5	45.46	44.19	43.08	41.45
58.45	0	2120.2	60	46.51	45.47	44.23	43.09	41.46
57.73	0	2121.3	60	46.47	45.5	44.23	43.14	41.51
57.1	0	2122.5	60	46.45	45.46	44.23	43.19	41.54
56.61	0	2123.6	60	46.39	45.45	44.25	43.2	41.53
55.96	0	2124.8	60	46.37	45.42	44.2	43.21	41.51
55.34	0	2125.9	60	46.24	45.39	44.19	43.14	41.48
54.79	0	2127	60	46.19	45.31	44.14	43.09	41.45
54.1	0	2128.2	60	46.09	45.25	44.11	43.04	41.4
53.62	0	2129.3	60	46.01	45.19	44.04	43	41.38
53.04	0	2130.5	60	45.93	45.15	44.01	42.96	41.38
52.55	-255	2131.6	30	45.86	45.08	43.99	42.97	41.38
52.09	-255	2132.7	30	45.77	45.03	43.94	42.95	41.42
51.34	-255	2133.7	30	45.69	44.97	43.95	42.94	41.44
50.37	-255	2134.8	30	45.62	44.94	43.93	42.97	41.39
49.23	-255	2135.9	30	45.52	44.82	43.83	42.94	41.39
48.08	-255	2136.9	30	45.42	44.78	43.78	42.88	41.35
46.94	-255	2138	30	45.29	44.72	43.74	42.87	41.33
45.73	-255	2139.1	30	45.18	44.64	43.67	42.77	41.31
44.68	-255	2140.1	30	45	44.49	43.64	42.77	41.31
43.56	-255	2141.2	30	44.84	44.4	43.56	42.72	41.3
42.32	-255	2142.3	30	44.69	44.26	43.46	42.64	41.29
41.28	-255	2143.4	30	44.48	44.18	43.4	42.58	41.21
40.16	-255	2144.4	30	44.34	44.02	43.26	42.54	41.23
39.17	-255	2145.5	30	44.15	43.88	43.22	42.48	41.17
38.18	-120	2146.6	30	43.91	43.75	43.1	42.42	41.14
37.23	-115	2147.6	30	43.78	43.66	43.01	42.36	41.17
36.39	-110	2148.7	30	43.58	43.47	42.92	42.3	41.12
35.84	-109	2149.8	30	43.35	43.3	42.79	42.18	41.11
35.3	-107	2150.9	30	43.12	43.15	42.67	42.11	41.02
34.79	-105	2151.9	30	42.9	42.94	42.53	42.05	40.97
34.5	-106	2153	30	42.69	42.82	42.42	41.93	40.94
34.15	-106	2154.1	30	42.5	42.63	42.26	41.83	40.89
33.74	-104	2155.2	30	42.31	42.46	42.14	41.7	40.83
33.39	-103	2156.2	30	42.14	42.29	42.03	41.66	40.78
33.16	-104	2157.3	30	41.96	42.19	41.91	41.59	40.79
32.75	-101	2158.4	30	41.78	42.01	41.8	41.53	40.73
32.52	-0	2159.5	30	41.62	41.88	41.69	41.48	40.75
32.14	-0	2160.5	30	41.47	41.76	41.6	41.43	40.72
31.97	-0	2161.6	30	41.35	41.66	41.47	41.36	40.67
31.85	-0	2162.7	30	41.17	41.52	41.37	41.28	40.59
31.85	-0	2163.8	30	41.03	41.36	41.28	41.22	40.54
31.8	-0	2164.9	30	40.86	41.26	41.14	41.14	40.47
31.8	-0	2165.9	30	40.74	41.12	41.08	41.05	40.41
31.8	-0	2167	30	40.6	40.99	40.94	40.94	40.33
31.78	-0	2168.1	30	40.45	40.83	40.81	40.86	40.26
31.79	-0	2169.2	30	40.3	40.71	40.69	40.75	40.18
31.76	-0	2170.2	30	40.15	40.56	40.57	40.65	40.09
31.75	-0	2171.3	30	40	40.44	40.45	40.49	40
31.74	-62	2172.4	30	39.9	40.31	40.31	40.36	39.93
31.74	-64	2173.5	30	39.78	40.19	40.21	40.27	39.85
31.61	0	2174.5	30	39.66	40.09	40.09	40.16	39.8
31.44	0	2175.6	30	39.57	40	40	40.07	39.73
31.36	0	2176.7	30	39.46	39.89	39.92	39.98	39.66
31.27	0	2177.7	30	39.34	39.79	39.81	39.89	39.58
31.2	0	2178.8	30	39.22	39.69	39.73	39.8	39.54
31.12	0	2179.9	30	39.12	39.6	39.65	39.74	39.5
31.06	0	2180.9	30	39.04	39.51	39.57	39.67	39.42
31	0	2182	30	38.92	39.41	39.46	39.59	39.35
30.98	0	2183	30	38.82	39.31	39.39	39.51	39.29
30.97	0	2184.1	30	38.72	39.21	39.3	39.43	39.23
30.98	0	2185.2	30	38.63	39.11	39.2	39.35	39.18
30.86	0	2186.2	30	38.54	39.02	39.11	39.29	39.14
30.74	0	2187.3	30	38.44	38.91	39.03	39.24	39.08
30.77	0	2188.4	30	38.35	38.82	38.95	39.17	39.02
30.72	0	2189.4	30	38.26	38.73	38.86	39.09	38.95
30.65	0	2190.5	30	38.16	38.63	38.76	39	38.86
30.57	0	2191.6	30	38.05	38.53	38.66	38.89	38.78
30.6	0	2192.6	30	37.97	38.46	38.59	38.8	38.7
30.5	0	2193.7	30	37.86	38.36	38.47	38.71	38.62
30.46	0	2194.8	30	37.78	38.27	38.4	38.61	38.55
30.45	0	2195.8	30	37.69	38.18	38.3	38.52	38.48
30.42	0	2196.9	30	37.61	38.07	38.21	38.45	38.4
30.35	0	2198	30	37.52	38.01	38.13	38.36	38.34
30.3	0	2199	30	37.43	37.94	38.06	38.28	38.28
30.27	0	2200.1	30	37.37	37.85	37.99	38.22	38.24
30.16	0	2201.2	30	37.29	37.78	37.91	38.17	38.2
30.15	0	2202.2	30	37.23	37.71	37.84	38.11	38.15
30.05	0	2203.3	30	37.13	37.61	37.75	38.03	38.07
30.01	0	2204.4	30	37.05	37.52	37.67	37.96	37.98
29.91	0	2205.4	30	36.97	37.44	37.59	37.87	37.92
29.97	0	2206.5	30	36.9	37.38	37.53	37.82	37.87
29.91	0	2207.5	30	36.84	37.32	37.48	37.75	37.82
29.76	0	2208.6	30	36.77	37.27	37.4	37.68	37.76
29.78	0	2209.7	30	36.69	37.19	37.34	37.6	37.7
29.66	0	2210.7	30	36.63	37.12	37.27	37.55	37.63
29.69	0	2211.8	30	36.56	37.04	37.19	37.47	37.58
29.6	0	2212.9	30	36.48	36.97	37.12	37.41	37.51
29.58	0	2213.9	30	36.4	36.9	37.05	37.33	37.46
29.59	0	2215	30	36.32	36.82	36.99	37.27	37.37
29.48	0	2216.1	30	36.26	36.76	36.92	37.19	37.34
29.46	0	2217.1	30	36.19	36.7	36.88	37.17	37.31
29.39	0	2218.2	30	36.14	36.64	36.83	37.15	37.31
29.32	0	2219.3	30	36.08	36.59	36.78	37.11	37.29
29.29	0	2220.3	30	36.04	36.53	36.74	37.09	37.25
29.25	0	2221.4	30	36	36.49	36.67	37.07	37.23
29.21	0	2222.4	30	35.89	36.41	36.61	37.04	37.18
29.15	0	2223.5	30	35.84	36.37	36.54	36.98	37.14
29.11	0	2224.6	30	35.79	36.3	36.48	36.93	37.07
29.1	0	2225.6	30	35.74	36.22	36.39	36.87	37
29.03	0	2226.7	30	35.66	36.15	36.34	36.8	36.97
28.95	0	2227.8	30	35.57	36.07	36.28	36.73	36.9
28.94	0	2228.8	30	35.5	36	36.19	36.66	36.85
28.89	0	2229.9	30	35.42	35.93	36.14	36.59	36.77
28.84	0	2231	30	35.36	35.87	36.06	36.53	36.71
28.88	0	2232	30	35.3	35.8	36.02	36.46	36.62
28.73	0	2233.1	30	35.25	35.76	35.96	36.41	36.58
28.72	0	2234.1	30	35.19	35.67	35.9	36.36	36.55
28.67	0	2235.2	30	35.11	35.62	35.86	36.32	36.54
28.66	0	2236.3	30	35.06	35.57	35.78	36.27	36.5
28.67	0	2237.3	30	35	35.54	35.74	36.23	36.46
28.63	0	2238.4	30	34.99	35.48	35.68	36.16	36.41
28.56	0	2239.5	30	34.89	35.43	35.66	36.12	36.38
28.54	0	2240.5	30	34.85	35.34	35.56	36.05	36.34
28.49	0	2241.6	30	34.78	35.32	35.51	36	36.31
28.44	0	2242.7	30	34.75	35.24	35.49	35.96	36.27
28.33	0	2243.7	30	34.67	35.22	35.43	35.92	36.22
28.41	0	2244.8	30	34.69	35.15	35.37	35.89	36.18
